Filmkode; Dansk titel ; Original titel ; Nationalitet ; Filmens længde i minutter ; Genre ; Censurforhold ; premiere uge ; premiere år ; Antal solgte biografbilletter 
9769;SORTE KUGLER;;DANMARK;82;Spillefilm, voksne;Tilladt for børn over 11 år;24;2009;405057
3267;LILLE VIRGIL OG ORLA FRØSNAPPER;;DANMARK;83;.;Tilladt for alle;13;1980;404699
11011;ALL INCLUSIVE;;DANMARK;88;Spillefilm, voksne;Tilladt for alle;52;2014;404316
7206;FESTEN;;DANMARK;105;.;Tilladt for børn over 11 år;25;1998;403642
5420;TRE MAND OG EN BABY;THREE MEN AND A BABY;USA;102;.;Tilladt for alle;12;1988;400630
6309;DET FORSØMTE FORÅR;;DANMARK;93;.;Frarådet for børn under 7 år;4;1993;400118
11917;BLACK PANTHER;BLACK PANTHER;USA;134;Spillefilm, voksne;Tilladt for børn over 11 år;7;2018;400033
11932;SÅ LÆNGE JEG LEVER;;DANMARK;110;Spillefilm, voksne;Tilladt for børn over 11 år;10;2018;399644
9488;SEX AND THE CITY: THE MOVIE;SEX AND THE CITY: THE MOVIE;USA;146;Spillefilm, voksne;Tilladt for børn over 11 år;23;2008;399179
5626;HVEM SNØREDE ROGER RABBIT;WHO FRAMED ROGER RABBIT;USA;104;.;Tilladt for børn over 11 år;50;1988;399070
5756;TARZAN MAMA-MIA;;DANMARK;87;.;Tilladt for alle;38;1989;397571
4797;POLITISKOLEN 2 - DERES FØRSTE OPGAVE;POLICE ACADEMY 2 - THEIR FIRST ASSIGNMENT;USA;87;.;Tilladt for alle;26;1985;396438
3743;SLINGRE - VALSEN;;DANMARK;99;.;Tilladt for alle;35;1981;394524
8700;MADAGASCAR;MADAGASCAR;USA;86;Spillefilm, børn/unge/familie;Tilladt for alle;35;2005;393934
9579;REJSEN TIL SATURN;;DANMARK;88;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;39;2008;393259
2006;SILENT MOVIE;SILENT MOVIE;USA;88;.;Tilladt for alle;42;1976;392051
10306;FAR TIL FIRE - TILBAGE TIL NATUREN;;DANMARK;80;Spillefilm, børn/unge/familie;Tilladt for alle;40;2011;391456
8681;DRABET;;DANMARK;104;Spillefilm, voksne;Tilladt for børn over 15 år;34;2005;389803
12048;LYKKE-PER;;DANMARK;168;Spillefilm, voksne;Frarådet for børn under 7 år;35;2018;388319
7807;BRIDGET JONES'S DAGBOG;BRIGDET JONES'S DAIRY;STORBRITANNIEN;97;.;Frarådet for børn under 7 år;30;2001;388291
8820;EFTER BRYLLUPPET;;DANMARK;124;Spillefilm, voksne;Frarådet for børn under 7 år;8;2006;388010
590;FAR TIL FIRE OG ONKEL SOFUS;;DANMARK;92;.;Tilladt for alle;48;1957;387931
7872;MONSTERS INC;MONSTERS INC;USA;96;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;6;2002;386888
7125;BARBARA (SE 10594);;DANMARK;143;.;Frarådet for børn under 7 år;40;1997;386468
4704;UD AT KØRE MED DE SKØRE 2.;CANNONBALL RUN 2.;USA;109;.;Tilladt for alle;41;1984;386111
12799;MINIONS 2: HISTORIEN OM GRU;MINIONS 2: THE RISE OF GRU;USA;88;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;26;2022;384439
10539;ALLE FOR TO;;DANMARK;90;Spillefilm, voksne;Frarådet for børn under 7 år;5;2013;383735
4888;TILBAGE TIL FREMTIDEN;BACK TO THE FUTURE;USA;117;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;50;1985;383644
6472;MRS. DOUBTFIRE;MRS. DOUBTFIRE;USA;125;.;Tilladt for alle;6;1994;380381
6732;POCAHONTAS;POCAHONTAS;USA;82;.;Frarådet for børn under 7 år;47;1995;380364
3004;THE DEER HUNTER;THE DEER HUNTER;USA;184;.;Over 15 år, ikke censureret;13;1979;380360
4682;GHOSTBUSTERS - SPØGELSESBANDEN;GHOSTBUSTERS (SE 11496);USA;105;.;Tilladt for børn over 11 år;50;1984;380343
11681;SKØNHEDEN OG UDYRET (SE 4359, 6300);BEAUTY AND THE BEASR (SE 6300);USA;129;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;11;2017;378794
11182;FIFTY SHADES OF GREY;FIFTY SHADES OF GREY;USA;124;Spillefilm, voksne;Tilladt for børn over 15 år;7;2015;378513
7813;SHREK;SHREK;USA;91;.;Tilladt for alle;36;2001;378194
5097;POLITISKOLEN 3 -TILBAGE PÅ ANSTALTEN;POLKE ACADEMY 3: BACK IN TRAINING;USA;84;.;Tilladt for alle;27;1986;377416
9615;FAR TIL FIRE - PÅ HJEMMEBANE;;DANMARK;91;Spillefilm, børn/unge/familie;Tilladt for alle;40;2008;376790
8397;TERKEL I KNIBE;;DANMARK;81;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;14;2004;376188
8118;ARVEN (SE 3319);;DANMARK;116;.;Tilladt for børn over 11 år;8;2003;375751
10633;MIN SØSTERS BØRN I AFRIKA;;DANMARK;85;Spillefilm, børn/unge/familie;Tilladt for alle;5;2013;374610
6755;BABE - DEN KÆKKE GRIS;BABE;USA;92;.;Frarådet for børn under 7 år;52;1995;374444
6399;HOT SHOTS 2;HOT SHOTS 2;USA;89;.;Tilladt for børn over 11 år;29;1993;374405
7476;KLINKEVALS;;DANMARK;100;.;Frarådet for børn under 7 år;43;1999;373801
5407;FARLIGT BEGÆR;FATAL ATTRACTION;USA;119;.;Over 15 år, ikke censureret;7;1988;373645
7083;THE LOST WORLD: JURASSIC PARK;THE LOST WORLD: JURASSIC PARK;USA;129;.;Tilladt for børn over 11 år;38;1997;371684
12810;HVOR FLODKREBSENE SYNGER;WHERE THE CRAWDADS SING;USA;125;Spillefilm, voksne;Tilladt for børn over 11 år;39;2022;371633
11748;GRUSOMME MIG 3;DESPICABLE ME 3;USA;90;Spillefilm, børn/unge/familie;Tilladt for alle;26;2017;370319
8435;TROJA;TROY;USA;164;Spillefilm, voksne;Tilladt for børn over 15 år;21;2004;370222
7139;SUNES FAMILIE;;DANMARK;85;.;Tilladt for alle;41;1997;369097
10141;ALLE FOR ÉN;;DANMARK;86;Spillefilm, voksne;Frarådet for børn under 7 år;6;2011;368136
12047;DE UTROLIGE 2;INCREDIBLES 2;USA;118;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;35;2018;368061
4182;ZAPPA;;DANMARK;102;.;Tilladt for børn over 11 år;9;1983;367325
5231;PLATOON - KAMPPATRULJEN;PLATOON;USA;120;.;Tilladt for børn over 15 år;24;1987;365819
12608;MARGRETE DEN FØRSTE;MARGRETE DEN FØRSTE;DANMARK;121;Spillefilm, voksne;Tilladt for børn over 11 år;37;2021;364816
2396;PAS PÅ, POLITIET KOMMER;I DUE SUPERPIEDI QUASI PIATTI;ITALIEN;115;.;Tilladt for alle;35;1977;363490
6433;JUNGLEDYRET;;DANMARK;78;.;Frarådet for børn under 7 år;49;1993;363474
12381;DE FORBANDEDE ÅR;DE FORBANDEDE ÅR;DANMARK;152;Spillefilm, voksne;Tilladt for børn over 15 år;2;2020;363256
9548;KUNG FU PANDA;KUNG FU PANDA;USA;92;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;29;2008;363101
11188;FAST & FURIOUS 7;FURIOUS 7;USA;137;Spillefilm, voksne;Tilladt for børn over 11 år;14;2015;361891
1820;I LØVENS TEGN;;DANMARK;93;.;Over 15 år, ikke censureret;29;1976;361540
3806;KUNDSKABENS TRÆ;;DANMARK;110;.;Tilladt for alle;46;1981;360643
4658;RONJA RØVERDATTER;RONJA RÖVARDOTTER;SVERIGE;126;.;Frarådet for børn under 7 år;50;1984;360585
2031;ASKEPOT;CINDERELLA (SE 3794);USA;75;.;Tilladt for alle;47;1950;360159
10016;TOY STORY 3;TOY STORY 3;USA;103;Spillefilm, børn/unge/familie;Over 15 år, ikke censureret;34;2010;359532
10793;THE HUNGER GAMES: CATCHING FIRE;THE HUNGER GAMES: CATCHING FIRE;USA;146;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;47;2013;359055
9986;SHREK DEN LYKKELIGE;SHREK FOREVER AFTER;USA;94;Spillefilm, børn/unge/familie;Tilladt for alle;27;2010;358159
3814;GUMMI TARZAN;;DANMARK;89;.;Tilladt for alle;42;1981;357665
8595;ADAMS ÆBLER;;DANMARK;97;Spillefilm, voksne;Tilladt for børn over 15 år;15;2005;356603
7667;HJÆLP JEG ER EN FISK;;DANMARK;80;.;Frarådet for børn under 7 år;40;2000;355449
11574;FANTASTISKE SKABNINGER OG HVOR DE FINDES;FANTASTIC BEASTS AND WHERE TO FIND THEM;USA;133;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;46;2016;355374
7399;NOTTING HILL;NOTTING HILL;STORBRITANNIEN;124;.;Tilladt for alle;27;1999;354754
12729;Rose;Rose;DANMARK;106;Spillefilm, voksne;Tilladt for børn over 11 år;8;2022;354295
6772;TOY STORY;TOY STORY;USA;81;.;Frarådet for børn under 7 år;12;1996;352774
10068;TO PÅ FLUGT - ET HÅRREJSENDE EVENTYR;TANGLED;USA;100;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;5;2011;352334
293;HOPLA PÅ SENGEKANTEN;;DANMARK;99;.;Over 15 år, ikke censureret;5;1976;351879
6276;SNØVSEN;;DANMARK;84;.;Tilladt for alle;40;1992;351832
11103;MÆND OG HØNS;;DANMARK;104;Spillefilm, voksne;Tilladt for børn over 15 år;5;2015;351632
4901;HODJA FRA PJORT (SE 11911);;DANMARK;76;.;Tilladt for alle;40;1985;351434
593;FAR TIL FIRE PÅ LANDET;;DANMARK;99;.;Tilladt for alle;45;1955;351394
7331;MIFUNES SIDSTE SANG;;DANMARK;102;.;Tilladt for børn over 15 år;10;1999;351128
11962;AVENGERS: INFINITY WAR;AVENGERS: INFINITY WAR;USA;149;Spillefilm, voksne;Tilladt for børn over 11 år;17;2018;349097
8606;SOLKONGEN;;DANMARK;87;Spillefilm, voksne;Frarådet for børn under 7 år;6;2005;348304
8451;SPIDER-MAN 2;SPIDER-MAN 2;USA;127;Spillefilm, voksne;Tilladt for børn over 11 år;28;2004;348271
5551;COMING TO AMERICA;COMING TO AMERICA;USA;117;.;Tilladt for alle;37;1988;347955
7502;DEN SJETTE SANS;THE SIXTH SENSE;USA;108;.;Tilladt for børn over 15 år;1;2000;347856
589;FAR TIL FIRE MED FULD MUSIK;;DANMARK;92;.;Tilladt for alle;50;1961;346573
6282;ALENE HJEMME 2 - GLEMT I NEW YORK;HOME ALONE 2 - LOST IN YEW YORK;USA;120;.;Frarådet for børn under 7 år;52;1992;345928
8137;ANJA EFTER VIKTOR;;DANMARK;85;.;Tilladt for alle;14;2003;345563
5124;NI EN HALV UGE(9 1/2 UGE);NINE 1/2 WEEKS;USA;116;.;Over 15 år, ikke censureret;45;1986;343648
7575;GLADIATOR (SE 6239);GLADIATOR (SE 6239);USA;155;.;Tilladt for børn over 15 år;20;2000;343140
7506;AMERICAN BEAUTY;AMERICAN BEAUTY;USA;122;.;Tilladt for børn over 15 år;7;2000;343138
10574;TWILIGHT SAGA: BREAKING DAWN - DEL 2;TWILIGHT SAGA: BREAKING DAWN - PART 2;USA;115;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;46;2012;342492
5801;JYDEKOMPAGNIET 3;;DANMARK;82;.;Tilladt for alle;50;1989;342211
11351;THE REVENANT;THE REVENANT;USA;156;Spillefilm, voksne;Tilladt for børn over 15 år;3;2016;341490
5678;COCKTAIL;COCKTAIL;USA;104;.;Frarådet for børn under 7 år;4;1989;340913
9149;ANJA OG VIKTOR - BRÆNDENDE KÆRLIGHED;;DANMARK;92;Spillefilm, børn/unge/familie;Tilladt for alle;3;2007;339600
2327;OLSEN BANDEN I JYLLAND (NR.3);;DANMARK;101;.;Tilladt for alle;41;1971;338898
6793;SEVEN;SEVEN (SE 3385);USA;125;.;Over 15 år, ikke censureret;10;1996;338718
12848;FÆDRE OG MØDRE;FÆDRE OG MØDRE;DANMARK;97;Spillefilm, voksne;Frarådet for børn under 7 år;44;2022;337416
7962;GAMLE MÆND I NYE BILER;;DANMARK;96;.;Tilladt for børn over 11 år;28;2002;337354
8607;DER UNTERGANG;DER UNTERGANG;TYSKLAND;150;Spillefilm, voksne;Over 15 år, ikke censureret;10;2005;336612
311;MÅSKE KU' VI;;DANMARK;98;.;Tilladt for alle;8;1976;336429
1803;ASTERIX INDTA'R ROM;LES DOUZE TRAVEAUX D'ASTERIX;FRANKRIG;82;.;Tilladt for alle;37;1976;336241
11914;COCO;COCO;USA;105;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;6;2018;335059
5138;BARNDOMMENS GADE;;DANMARK;90;.;Tilladt for alle;45;1986;333628
8548;DE UTROLIGE;THE INCREDIBLES;USA;121;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;46;2004;333531
9655;MADAGASCAR 2;MADAGASCAR: ESCAPE 2 AFRICA;USA;90;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;47;2008;332964
11362;ZOOTROPOLIS;ZOOTOPIA;USA;108;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;6;2016;332925
12021;MAMA MIA HERE WE GO AGAIN;MAMA MIA HERE WE GO AGAIN;USA;114;Spillefilm, voksne;Tilladt for alle;29;2018;332604
9158;FAR TIL FIRE - I STOR STIL;;DANMARK;90;Spillefilm, børn/unge/familie;Tilladt for alle;52;2006;331616
10007;SEX AND THE CITY 2;SEX AND THE CITY 2;USA;147;Spillefilm, voksne;Tilladt for børn over 11 år;22;2010;330902
9854;ALVIN OG DE FRÆKKE JORDEGERN 2;ALVIN AND THE CHIPMUNKS: THE SQUEAKUEL;USA;87;Spillefilm, børn/unge/familie;Tilladt for alle;52;2009;330431
4180;VERDEN IFØLGE GARP;THE WORLD ACCORDING TO GARP;USA;137;.;Tilladt for børn over 11 år;4;1983;330429
10083;OLSEN-BANDEN PÅ DE BONEDE GULVE;;DANMARK;78;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;41;2010;330159
10464;ICE AGE 4 - PÅ GYNGENDE GRUND;ICE AGE: CONTINENTAL DRIFT;USA;88;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;26;2012;329152
11310;THE HUNGER GAMES: MOCKINGJAY - PART 2;THE HUNGER GAMES: MOCKINGJAY - PART 2;USA;136;Spillefilm, voksne;Tilladt for børn over 11 år;47;2015;326563
9263;DIE HARD 4.0;LIVE FREE OR DIE HARD;USA;129;Spillefilm, voksne;Tilladt for børn over 11 år;26;2007;325780
11363;DEADPOOL;DEADPOOL;USA;108;Spillefilm, voksne;Tilladt for børn over 15 år;6;2016;325615
4183;DER ER ET YNDIGT LAND;;DANMARK;110;.;Tilladt for alle;6;1983;325144
5994;ALENE HJEMME (SE 5215);HOME ALONE;USA;103;.;Frarådet for børn under 7 år;51;1990;324900
4093;PINK FLOYD THE WALL;PINK FLOYD THE WALL;STORBRITANNIEN;96;.;Tilladt for børn over 15 år;41;1982;324676
7059;BEAN - DEN ULTIMATIVE KATASTROFEFILM;BEAN;STORBRITANNIEN;90;.;Frarådet for børn under 7 år;36;1997;324528
12097;DEN TID PÅ ÅRET;;DANMARK;105;Spillefilm, voksne;Frarådet for børn under 7 år;45;2018;324446
2907;VIL DU SE MIN SMUKKE NAVLE;;DANMARK;95;.;Tilladt for alle;41;1978;323607
11497;KÆLEDYRENES HEMMELIGE LIV;THE SECRET LIFE OF PETS;JAPAN;90;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;31;2016;323451
12194;DRONNINGEN;;DANMARK;128;Spillefilm, voksne;Tilladt for børn over 15 år;13;2019;323435
7415;RUNAWAY BRIDE;RUNAWAY BRIDE;USA;117;.;Tilladt for alle;36;1999;322476
11640;FIFTY SHADES - I MØRKET;FIFTY SHADES, DARKER;USA;115;Spillefilm, voksne;Tilladt for børn over 15 år;6;2017;320702
7082;MEN IN BLACK;MEN IN BLACK;USA;98;.;Tilladt for børn over 11 år;27;1997;320434
8245;PIRATES OF THE CARIBBEAN - DEN SORTE FORBANDELSE;PIRATES OF THE CARIBBEAN:THE CURSE OF THE BLACK PE;USA;143;.;Tilladt for børn over 11 år;37;2003;319592
11077;MIN SØSTERS BØRN OG GULDGRAVERNE;;DANMARK;84;Spillefilm, børn/unge/familie;Tilladt for alle;5;2015;318160
5609;DIE HARD;DIE HARD;USA;132;.;Over 15 år, ikke censureret;52;1988;316619
9314;THE SIMPSONS MOVIE;THE SIMPSONS MOVIE;USA;87;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;31;2007;316188
11635;ALLE FOR TRE;;DANMARK;90;Spillefilm, voksne;Frarådet for børn under 7 år;5;2017;316158
4249;SOPHIES VALG;SOPHIE'S CHOICE;USA;151;.;Tilladt for børn over 11 år;12;1983;316078
6679;DUM OG DUMMERE;DUMB AND DUMBER;USA;106;.;Tilladt for børn over 11 år;20;1995;315840
12284;ONCE UPON A TIME IN HOLLYWOOD;ONCE UPON A TIME IN HOLLYWOOD;USA;161;Spillefilm, voksne;Tilladt for børn over 15 år;33;2019;315042
10724;SPIES & GLISTRUP;;DANMARK;100;Spillefilm, voksne;Tilladt for børn over 11 år;35;2013;314545
7303;SAVING PRIVATE RYAN;SAVING PRIVATE RYAN;USA;170;.;Tilladt for børn over 15 år;43;1998;313645
2604;FIRMASKOVTUREN;;DANMARK;82;.;Tilladt for alle;6;1978;313412
2352;ØRNEBORGEN;WHERE EAGLES DARE;USA;155;.;Tilladt for børn over 15 år;99;1969;313342
3080;KRIGERNE;THE WARRIORS;USA;94;.;Over 15 år, ikke censureret;27;1979;312852
9428;TO VERDENER;;DANMARK;114;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;8;2008;312190
585;FAR TIL FIRE;;DANMARK;100;.;Tilladt for alle;45;1953;311956
10330;THE TWILIGHT SAGA: BREAKING DAWN, DEL 1;THE TWILIGHT SAGA: BREAKING DAWN -  PART 1;USA;120;Spillefilm, børn/unge/familie;Tilladt for børn over 15 år;46;2011;311564
3574;BLÅ LAGUNE, DEN;THE BLUE LAGOON;USA;105;.;Tilladt for børn over 11 år;6;1981;311262
3585;JEPPE PÅ BJERGET;;DANMARK;108;.;Tilladt for alle;8;1981;311093
8240;BRUCE DEN ALMÆGTIGE;BRUCE ALMIGHTY;USA;101;.;Frarådet for børn under 7 år;27;2003;310791
9963;THE TWILIGHT SAGA: ECLIPSE;THE TWILIGHT SAGA: ECLIPSE;USA;125;Spillefilm, børn/unge/familie;Tilladt for børn over 15 år;26;2010;309844
9200;LEDSAGET UDGANG;;DANMARK;95;Spillefilm, voksne;Tilladt for børn over 11 år;2;2007;309624
11242;SOMMEREN '92;;DANMARK;93;Spillefilm, voksne;Frarådet for børn under 7 år;35;2015;309445
1824;KASSEN STEMMER;;DANMARK;100;.;Tilladt for alle;32;1976;309349
4451;TID TIL KÆRTEGN;TERMS OF ENDEARMENT;USA;132;.;Tilladt for alle;11;1984;308851
9904;ALICE I EVENTYRLAND (SE 0363);ALICE IN WONDERLAND (SE 0363);USA;102;Spillefilm, voksne;Tilladt for børn over 11 år;9;2010;308199
2016;STRØMER;;DANMARK;111;.;Tilladt for børn over 11 år;44;1976;307689
6687;DIE HARD - MEGA HARD;DIE HARD WITH A VENGEANCE;USA;130;.;Tilladt for børn over 15 år;27;1995;306749
2471;DRAMA I DYBET;THE DEEP;USA;125;.;Tilladt for børn over 15 år;41;1977;306519
4166;GANDHI;GANDHI;STORBRITANNIEN;188;.;Tilladt for børn over 11 år;9;1983;306368
12103;FANTASTISKE SKABNINGER: GRINDELWALDS FORBRYDELSER;FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD;STORBRITANNIEN;134;Spillefilm, voksne;Tilladt for børn over 11 år;46;2018;306069
8286;MØGUNGER;;DANMARK;85;.;Tilladt for alle;41;2003;305299
10408;MIN SØSTERS BØRN ALENE HJEMME;;DANMARK;79;Spillefilm, børn/unge/familie;Tilladt for alle;5;2012;304065
3549;USS NIMITZ - FORSVUNDET I STILLEHAVET;THE FINAL COUNTDOWN;USA;103;.;Tilladt for børn over 11 år;52;1980;302808
10269;BILER 2;CARS 2;USA;113;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;31;2011;301997
2828;VILDE GÆS, DE;THE WILD GEESE;STORBRITANNIEN;134;.;Tilladt for børn over 15 år;36;1978;301640
7114;HERKULES (SE 10993);HERCULES (SE 10993);USA;94;.;Frarådet for børn under 7 år;46;1997;301623
12469;FAR TIL FIRE OG VIKINGERNE;FAR TIL FIRE OG VIKINGERNE;DANMARK;85;Spillefilm, børn/unge/familie;Tilladt for alle;40;2020;301435
10448;THE AVENGERS 3D;THE AVENGERS 3D;USA;142;Spillefilm, voksne;Tilladt for børn over 11 år;17;2012;300984
10953;THE HUNGER GAMES: MOCKINGJAY- DEL 1;THE HUNGER GAMES: MOCKINGJAY- PART 1;USA;123;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;47;2014;298758
175;PIGER I TRØJEN;;DANMARK;103;.;Tilladt for alle;34;1975;298656
6911;BREAKING THE WAVES;;DANMARK;157;.;Tilladt for børn over 11 år;27;1996;298608
5330;SIDSTE KEJSER, DEN;THE LAST EMPEROR;STORBRITANNIEN;164;.;Tilladt for børn over 11 år;51;1987;298057
4181;OTTO ER ET NÆSEHORN (SE 10631);;DANMARK;87;.;Tilladt for alle;12;1983;297847
6536;THE FLINTSTONES;THE FLINTSTONES;USA;91;.;Frarådet for børn under 7 år;30;1994;297705
2096;ALT PÅ ET BRÆDT;;DANMARK;91;.;Tilladt for alle;7;1977;297624
10988;SÅDAN TRÆNER DU DIN DRAGE 2;HOW TO TRAIN YOUR DRAGON 2;USA;102;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;27;2014;297558
1979;KING KONG (SE 860, 8780);KING KONG (SE 860, 8780);USA;135;.;Tilladt for børn over 11 år;51;1976;296820
3824;CHRISTIANE F.- I MORGEN ER DET SLUT;CHRISTIANE F.-WIR KINDER VOM BAHNHOF ZOO;TYSKLAND;131;.;Tilladt for børn over 11 år;52;1981;296320
11634;VAIANA;MOANA;USA;113;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;5;2017;296173
11347;KOLLEKTIVET;;DANMARK;112;Spillefilm, voksne;Tilladt for børn over 11 år;2;2016;295977
1074;OLSEN BANDENS SIDSTE BEDRIFTER (NR.6);;DANMARK;99;.;Tilladt for alle;40;1974;295706
300;KORTE SOMMER, DEN;;DANMARK;100;.;Tilladt for børn over 11 år;4;1976;295442
10113;MIN SØSTERS BØRN VÆLTER NORDJYLLAND;;DANMARK;80;Spillefilm, børn/unge/familie;Tilladt for alle;50;2010;294022
2944;BAMBI;BAMBI;USA;70;.;Tilladt for alle;10;1947;293734
11916;FIFFY SHADES - FRI;FIFTY SHADES FREED;USA;105;Spillefilm, voksne;Tilladt for børn over 15 år;6;2018;293407
8783;LILLE KYLLING;CHICKEN LITTLE;USA;84;Spillefilm, børn/unge/familie;Tilladt for alle;6;2006;292916
6724;BROERNE I MADISON COUNTY;BRIDGES OF MADISON COUNTY;USA;136;.;Tilladt for alle;36;1995;292111
4088;KIDNAPNING ( se 11762);;DANMARK;73;.;Tilladt for alle;41;1982;291962
11768;DUNKIRK;DUNKIRK;USA;106;Spillefilm, voksne;Tilladt for børn over 15 år;29;2017;291928
11603;SYNG;SING (SE 5760);USA;108;Spillefilm, børn/unge/familie;Tilladt for alle;51;2016;291545
6131;TERMINATOR 2: DOMMEDAG;TERMINATOR 2: JUDGMENT DAY;USA;137;.;Over 15 år, ikke censureret;45;1991;291347
7403;THE MATRIX;THE MATRIX;USA;136;.;Over 15 år, ikke censureret;18;1999;290862
11881;JUMANJI: WELCOME TO THE JUNGLE;JUMANJI: WELCOME TO THE JUNGLE;USA;111;Spillefilm, voksne;Tilladt for børn over 11 år;51;2017;289436
10242;KUNG FU PANDA 2;KUNG FU PANDA 2;USA;90;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;24;2011;289345
12800;ALLE FOR FIRE;ALLE FOR FIRE;DANMARK;86;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;32;2022;288990
5829;TILBAGE TIL FREMTIDEN DEL II;BACK TO THE FUTURE PART II;USA;109;.;Tilladt for børn over 11 år;52;1989;288979
12669;SYNG 2;SING 2;USA;112;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;51;2021;288734
2863;FÆNGSLENDE FERIEDAGE;;DANMARK;110;.;Tilladt for alle;41;1978;288353
9251;SPIDER-MAN 3;SPIDER-MAN 3;USA;139;Spillefilm, voksne;Tilladt for børn over 11 år;18;2007;288056
3218;VI HOLDER MED FLODHESTENE;LO STO CON GLI TOPOPOTAMI;ITALIEN;107;.;Tilladt for alle;52;1979;286596
7741;PEARL HARBOR;PEARL HARBOR;USA;183;.;Tilladt for børn over 11 år;26;2001;286038
6977;101 DALMATINERE I LEVENDE LIVE;101 DALMATIANS;USA;103;.;Frarådet for børn under 7 år;11;1997;284684
5079;FARVEN LILLA;THE COLOR PURPLE;USA;154;.;Tilladt for børn over 11 år;36;1986;283618
10835;FAR TIL FIRE - ONKEL SOFUS VENDER TILBAGE;;DANMARK;88;Spillefilm, børn/unge/familie;Tilladt for alle;6;2014;282343
11548;TROLLS;TROLLS;USA;93;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;41;2016;282311
12360;JUMANJI: THE NEXT LEVEL;JUMANJI: THE NEXT LEVEL;USA;123;Spillefilm, voksne;Tilladt for børn over 11 år;49;2019;281752
7340;GRÆSRØDDERNE;A BUG'S LIFE;USA;95;.;Frarådet for børn under 7 år;6;1999;281576
11390;KUNG FU PANDA 3;KUNG FU PANDA 3;KINA;96;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;11;2016;281519
10514;MARIE KRØYER;;DANMARK;102;Spillefilm, voksne;Tilladt for børn over 11 år;39;2012;281246
269;BRAND-BØRGE RYKKER UD;;DANMARK;87;.;Tilladt for alle;8;1976;281035
6989;DEN ENGELSKE PATIENT;THE ENGLISH PATIENT;USA;163;.;Tilladt for børn over 15 år;8;1997;280946
7293;VILD MED MARY;THERE'S SOMETHING ABOUT MARY;USA;119;.;Tilladt for børn over 11 år;48;1998;280760
3443;IMPERIET SLÅR IGEN (STJERNEKRIG II);THE EMPIRE STRIKES BACK;USA;125;.;Tilladt for børn over 11 år;33;1980;280689
857;KELLYS HELTE;KELLY'S HEROES;USA;146;.;Tilladt for børn over 15 år;51;1970;280289
7882;ICE AGE;ICE AGE;USA;81;.;Frarådet for børn under 7 år;12;2002;280042
8222;REMBRANDT;;DANMARK;108;.;Tilladt for børn over 11 år;36;2003;279535
7461;AMERICAN PIE;AMERICAN PIE (SE 3921);USA;96;.;Tilladt for alle;50;1999;279450
